"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Indoor Temperature (°C)","Indoor Humidity (%)","Avg Wind Direction (10 mins) (°)","Outdoor Battery","Absolute Pressure (hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-02-14T05:54:00-05:00,2025-02-14 05:54:00,26.4,27.3,23.7,14,16.6,22,87,0,0,0,0.8,0.8,0.8,0.8,1018.4,85,26.9,59,31,1,1018.4,27.9,18.2
2025-02-14T05:44:00-05:00,2025-02-14 05:44:00,26.4,27.3,23.7,4,9.4,22,82,0,0,0,0.8,0.8,0.8,0.8,1018.3,85,26.9,59,85,1,1018.3,27.9,18.2
2025-02-14T05:34:00-05:00,2025-02-14 05:34:00,26.4,27.3,23.7,10.4,18.4,22,88,0,0,0,0.8,0.8,0.8,0.8,1018.3,85,26.9,58,55,1,1018.3,27.8,17.9
2025-02-14T05:24:00-05:00,2025-02-14 05:24:00,26.4,27.3,23.7,10.8,18.4,22,55,0,0,0,0.8,0.8,0.8,0.8,1018.2,85,26.9,58,71,1,1018.2,27.8,17.9
2025-02-14T05:14:00-05:00,2025-02-14 05:14:00,26.4,27.3,23.7,4.7,11.2,22,52,0,0,0,0.8,0.8,0.8,0.8,1018.2,85,27,58,70,1,1018.2,27.9,18
2025-02-14T05:04:00-05:00,2025-02-14 05:04:00,26.4,27.3,23.5,7.9,18.4,22,43,0,0,0,0.8,0.8,0.8,0.8,1018.1,84,26.9,58,13,1,1018.1,27.8,17.9
2025-02-14T04:54:00-05:00,2025-02-14 04:54:00,26.3,27.2,23.4,4,7.2,22,4,0,0,0,0.8,0.8,0.8,0.8,1018.2,84,26.9,58,42,1,1018.2,27.8,17.9
2025-02-14T04:44:00-05:00,2025-02-14 04:44:00,26.2,27.1,23.7,2.2,11.2,22,41,0,0,0,0.8,0.8,0.8,0.8,1018.2,86,26.9,58,17,1,1018.2,27.8,17.9
2025-02-14T04:34:00-05:00,2025-02-14 04:34:00,26.2,27.1,23.7,6.1,13,22,84,0,0,0,0.8,0.8,0.8,0.8,1018.1,86,26.8,58,70,1,1018.1,27.7,17.8
2025-02-14T04:24:00-05:00,2025-02-14 04:24:00,26.3,27.2,23.6,9.4,18.4,22,90,0,0,0,0.8,0.8,0.8,0.8,1018.1,85,27,58,36,1,1018.1,27.9,18
2025-02-14T04:14:00-05:00,2025-02-14 04:14:00,26.4,27.3,23.5,4.3,11.2,22,29,0,0,0,0.8,0.8,0.8,0.8,1018.1,84,26.8,59,109,1,1018.1,27.8,18.1
2025-02-14T04:04:00-05:00,2025-02-14 04:04:00,26.4,27.3,23.5,2.2,13,22,1,0,0,0,0.8,0.8,0.8,0.8,1018.1,84,26.8,59,28,1,1018.1,27.8,18.1
2025-02-14T03:54:00-05:00,2025-02-14 03:54:00,26.4,27.3,23.7,7.9,18.4,22,87,0,0,0,0.8,0.8,0.8,0.8,1018.2,85,26.8,58,96,1,1018.2,27.7,17.8
2025-02-14T03:44:00-05:00,2025-02-14 03:44:00,26.5,27.4,23.8,6.1,14.8,20.2,99,0,0,0,0.8,0.8,0.8,0.8,1018.2,85,26.8,58,105,1,1018.2,27.7,17.8
2025-02-14T03:34:00-05:00,2025-02-14 03:34:00,26.4,27.3,23.7,6.8,11.2,20.2,50,0,0,0,0.8,0.8,0.8,0.8,1018.2,85,26.8,57,122,1,1018.2,27.7,17.6
2025-02-14T03:24:00-05:00,2025-02-14 03:24:00,26.4,27.3,23.9,2.9,9.4,20.2,322,0,0,0,0.8,0.8,0.8,0.8,1018.2,86,26.8,57,70,1,1018.2,27.7,17.6
2025-02-14T03:14:00-05:00,2025-02-14 03:14:00,26.4,27.3,23.9,2.2,7.2,20.2,1,0,0,0,0.8,0.8,0.8,0.8,1018.4,86,26.8,57,26,1,1018.4,27.7,17.6
2025-02-14T03:04:00-05:00,2025-02-14 03:04:00,26.4,27.3,23.9,5.4,14.8,20.2,18,0,0,0,0.8,0.8,0.8,0.8,1018.3,86,26.8,57,63,1,1018.3,27.7,17.6
2025-02-14T02:54:00-05:00,2025-02-14 02:54:00,26.3,27.2,23.8,3.2,7.2,20.2,29,0,0,0,0.8,0.8,0.8,0.8,1018.5,86,26.7,57,41,1,1018.5,27.6,17.4
2025-02-14T02:44:00-05:00,2025-02-14 02:44:00,26.4,27.3,23.7,5,11.2,20.2,343,0,0,0,0.8,0.8,0.8,0.8,1018.6,85,26.8,57,355,1,1018.6,27.7,17.6
2025-02-14T02:34:00-05:00,2025-02-14 02:34:00,26.5,27.5,24.2,2.9,18.4,20.2,29,0,0,0,0.8,0.8,0.8,0.8,1018.9,87,26.8,56,96,1,1018.9,27.6,17.3
2025-02-14T02:24:00-05:00,2025-02-14 02:24:00,26.5,27.5,24,4.7,11.2,20.2,15,0,0,0,0.8,0.8,0.8,0.8,1018.7,86,26.8,56,47,1,1018.7,27.6,17.3
2025-02-14T02:14:00-05:00,2025-02-14 02:14:00,26.6,27.6,24.1,3.6,7.2,20.2,46,0,0,0,0.8,0.8,0.8,0.8,1018.9,86,26.7,56,52,1,1018.9,27.5,17.2
2025-02-14T02:04:00-05:00,2025-02-14 02:04:00,26.6,27.6,24.1,4,11.2,20.2,67,0,0,0,0.8,0.8,0.8,0.8,1018.9,86,26.7,55,25,1,1018.9,27.4,16.9
2025-02-14T01:54:00-05:00,2025-02-14 01:54:00,26.5,27.5,24,6.1,11.2,20.2,113,0,0,0,0.8,0.8,0.8,0.8,1018.9,86,26.7,55,65,1,1018.9,27.4,16.9
2025-02-14T01:44:00-05:00,2025-02-14 01:44:00,26.5,27.5,24,4.7,7.2,20.2,61,0,0,0,0.8,0.8,0.8,0.8,1019.1,86,26.7,55,72,1,1019.1,27.4,16.9
2025-02-14T01:34:00-05:00,2025-02-14 01:34:00,26.5,27.5,24,7.2,14.8,20.2,59,0,0,0,0.8,0.8,0.8,0.8,1019.2,86,26.6,54,24,1,1019.2,26.7,16.5
2025-02-14T01:24:00-05:00,2025-02-14 01:24:00,26.6,27.6,24.1,2.5,11.2,20.2,49,0,0,0,0.8,0.8,0.8,0.8,1019.1,86,26.5,53,65,1,1019.1,26.6,16.1
2025-02-14T01:14:00-05:00,2025-02-14 01:14:00,26.6,27.5,23.9,2.9,11.2,20.2,59,0,0,0,0.8,0.8,0.8,0.8,1019,85,26.7,55,60,1,1019,27.4,16.9
2025-02-14T01:04:00-05:00,2025-02-14 01:04:00,26.6,27.5,23.7,4.7,14.8,20.2,52,0,0,0,0.8,0.8,0.8,0.8,1019.1,84,26.8,56,110,1,1019.1,27.6,17.3
2025-02-14T00:54:00-05:00,2025-02-14 00:54:00,26.7,29.4,23.8,6.1,13,20.2,220,0,0,0,0.8,0.8,0.8,0.8,1019.2,84,26.7,56,48,1,1019.2,27.5,17.2
2025-02-14T00:44:00-05:00,2025-02-14 00:44:00,26.7,29.6,24.2,4.7,11.2,20.2,352,0,0,0,0.8,0.8,0.8,0.8,1019.3,86,26.7,56,75,1,1019.3,27.5,17.2
2025-02-14T00:34:00-05:00,2025-02-14 00:34:00,26.7,29.5,24,8.6,13,20.2,75,0,0,0,0.8,0.8,0.8,0.8,1019.3,85,26.7,56,74,1,1019.3,27.5,17.2
2025-02-14T00:24:00-05:00,2025-02-14 00:24:00,26.6,27.5,23.9,9.7,20.2,20.2,107,0,0,0,0.8,0.8,0.8,0.8,1019.3,85,26.7,56,56,1,1019.3,27.5,17.2
2025-02-14T00:14:00-05:00,2025-02-14 00:14:00,26.6,27.5,23.9,8.3,14.8,18.4,61,0,0,0,0.8,0.8,0.8,0.8,1019.2,85,26.7,55,57,1,1019.2,27.4,16.9
2025-02-14T00:04:00-05:00,2025-02-14 00:04:00,26.7,29.4,23.8,6.5,13,13,123,0,0,0,0.8,0.8,0.8,0.8,1019.4,84,26.6,55,72,1,1019.4,26.8,16.8
2025-02-13T23:54:00-05:00,2025-02-13 23:54:00,26.7,29.4,23.8,10.4,16.6,36.7,51,0,0,0,0.8,0.8,0.8,0.8,1019.2,84,26.6,54,109,1,1019.2,26.7,16.5
2025-02-13T23:44:00-05:00,2025-02-13 23:44:00,26.6,27.5,23.7,5.4,13,36.7,24,0,0,0,0.8,0.8,0.8,0.8,1019.3,84,26.6,55,47,1,1019.3,26.8,16.8
2025-02-13T23:34:00-05:00,2025-02-13 23:34:00,26.7,29.4,23.8,8.6,14.8,36.7,42,0,0,0,0.8,0.8,0.8,0.8,1019.3,84,26.5,54,58,1,1019.3,26.6,16.4
2025-02-13T23:24:00-05:00,2025-02-13 23:24:00,26.7,29.4,23.8,3.6,16.6,36.7,29,0,0,0,0.8,0.8,0.8,0.8,1019.4,84,26.5,54,44,1,1019.4,26.6,16.4
2025-02-13T23:14:00-05:00,2025-02-13 23:14:00,26.8,29.6,23.7,5.4,13,36.7,39,0,0,0,0.8,0.8,0.8,0.8,1019.3,83,26.4,54,33,1,1019.3,26.5,16.3
2025-02-13T23:04:00-05:00,2025-02-13 23:04:00,26.8,29.6,23.9,5.4,14.8,36.7,28,0,0,0,0.8,0.8,0.8,0.8,1019,84,26.4,53,56,1,1019,26.5,16.1
2025-02-13T22:53:00-05:00,2025-02-13 22:53:00,26.8,29.6,23.9,8.3,14.8,36.7,158,0,0,0,0.8,0.8,0.8,0.8,1019.2,84,26.3,53,111,1,1019.2,26.4,15.9
2025-02-13T22:43:00-05:00,2025-02-13 22:43:00,26.8,29.6,23.9,9,16.6,36.7,111,0,0,0,0.8,0.8,0.8,0.8,1019.1,84,26.3,52,63,1,1019.1,26.3,15.7
2025-02-13T22:33:00-05:00,2025-02-13 22:33:00,26.8,29.6,23.7,7.2,13,36.7,12,0,0,0,0.8,0.8,0.8,0.8,1019.1,83,26.3,52,27,1,1019.1,26.3,15.7
2025-02-13T22:23:00-05:00,2025-02-13 22:23:00,26.9,29.8,23.8,3.2,9.4,36.7,96,0,0,0,0.8,0.8,0.8,0.8,1019,83,26.3,51,46,1,1019,26.3,15.3
2025-02-13T22:13:00-05:00,2025-02-13 22:13:00,27,30,23.9,5,9.4,36.7,112,0,0,0,0.8,0.8,0.8,0.8,1019,83,26.2,51,45,1,1019,26.2,15.3
2025-02-13T22:03:00-05:00,2025-02-13 22:03:00,26.9,29.8,23.8,6.5,11.2,36.7,38,0,0,0,0.8,0.8,0.8,0.8,1018.9,83,26.2,51,49,1,1018.9,26.2,15.3
2025-02-13T21:53:00-05:00,2025-02-13 21:53:00,27,30,23.9,2.9,11.2,36.7,106,0,0,0,0.8,0.8,0.8,0.8,1018.9,83,26.1,51,67,1,1018.9,26.1,15.2
2025-02-13T21:43:00-05:00,2025-02-13 21:43:00,27,29.8,23.5,4.3,7.2,36.7,0,0,0,0,0.8,0.8,0.8,0.8,1018.8,81,26,50,68,1,1018.8,25.9,14.8
2025-02-13T21:33:00-05:00,2025-02-13 21:33:00,27.1,30.2,23.8,9.4,14.8,36.7,10,0,0,0,0.8,0.8,0.8,0.8,1018.8,82,25.9,49,50,1,1018.8,25.8,14.3
2025-02-13T21:23:00-05:00,2025-02-13 21:23:00,27.2,30.3,23.6,6.5,16.6,36.7,74,0,0,0,0.8,0.8,0.8,0.8,1018.4,81,25.8,48,45,1,1018.4,25.7,13.9
2025-02-13T21:13:00-05:00,2025-02-13 21:13:00,27.2,30.3,23.6,10.4,23.8,36.7,91,0,0,0,0.8,0.8,0.8,0.8,1018.4,81,25.6,48,108,1,1018.4,25.4,13.8
2025-02-13T21:03:00-05:00,2025-02-13 21:03:00,27.2,30.3,23.6,10.4,23.8,36.7,168,0,0,0,0.8,0.8,0.8,0.8,1018.5,81,25.3,47,335,1,1018.5,25.1,13.2
2025-02-13T20:53:00-05:00,2025-02-13 20:53:00,27.2,30.4,23.9,8.6,14.8,36.7,66,0,0,0,0.8,0.8,0.8,0.8,1018.3,82,24.5,47,107,1,1018.3,24.2,12.4
2025-02-13T20:43:00-05:00,2025-02-13 20:43:00,27.3,30.6,23.9,12.2,16.6,36.7,127,0,0,0,0.8,0.8,0.8,0.8,1018,82,22.8,48,110,1,1018,22.4,11.2
2025-02-13T20:33:00-05:00,2025-02-13 20:33:00,27.3,30.4,23.5,9.7,20.2,36.7,105,0,0,0,0.8,0.8,0.8,0.8,1017.8,80,22.9,48,54,1,1017.8,22.5,11.3
2025-02-13T20:23:00-05:00,2025-02-13 20:23:00,27.5,30.6,23.3,13,22,36.7,134,0,0,0,0.8,0.8,0.8,0.8,1017.9,78,22.9,48,118,1,1017.9,22.5,11.3
2025-02-13T20:13:00-05:00,2025-02-13 20:13:00,27.6,30.9,23.4,13.7,16.6,36.7,125,0,0,0,0.8,0.8,0.8,0.8,1017.8,78,23.1,48,116,1,1017.8,22.7,11.5
2025-02-13T20:03:00-05:00,2025-02-13 20:03:00,27.7,31,23.3,13,23.8,36.7,148,0,0,0,0.8,0.8,0.8,0.8,1017.5,77,23,49,100,1,1017.5,22.6,11.7
2025-02-13T19:53:00-05:00,2025-02-13 19:53:00,27.9,31.3,23.3,11.9,20.2,36.7,58,0,0,0,0.8,0.8,0.8,0.8,1017.3,76,23.2,49,57,1,1017.3,22.8,11.9
2025-02-13T19:43:00-05:00,2025-02-13 19:43:00,27.9,31.1,23,13,22,36.7,33,0,0,0,0.8,0.8,0.8,0.8,1017.3,75,23.2,48,225,1,1017.3,22.8,11.6
2025-02-13T19:33:00-05:00,2025-02-13 19:33:00,27.8,31.2,23.4,11.2,22,36.7,135,0,0,0,0.8,0.8,0.8,0.8,1017.1,77,23.4,49,104,1,1017.1,23.1,12.1
2025-02-13T19:23:00-05:00,2025-02-13 19:23:00,27.9,31.3,23.3,19.8,27.7,36.7,359,0,0,0,0.8,0.8,0.8,0.8,1016.9,76,23.4,44,114,1,1016.9,22.9,10.4
2025-02-13T19:13:00-05:00,2025-02-13 19:13:00,27.9,31.3,23.3,13,29.5,36.7,116,0,0,0,0.8,0.8,0.8,0.8,1016.9,76,23.6,47,99,1,1016.9,23.2,11.6
2025-02-13T19:03:00-05:00,2025-02-13 19:03:00,28,31.8,23.8,11.9,20.2,36.7,158,0,0,0,0.8,0.8,0.8,0.8,1016.5,78,23.3,42,73,1,1016.5,22.8,9.7
2025-02-13T18:53:00-05:00,2025-02-13 18:53:00,28.2,32.3,24,8.6,16.6,36.7,333,0,0,0,0.8,0.8,0.8,0.8,1016.3,78,23.3,43,91,1,1016.3,22.8,10
2025-02-13T18:43:00-05:00,2025-02-13 18:43:00,28.3,32.5,24.1,11.9,18.4,36.7,47,0,0,0,0.8,0.8,0.8,0.8,1016.2,78,23.6,42,68,1,1016.2,23.1,9.9
2025-02-13T18:33:00-05:00,2025-02-13 18:33:00,28.5,32.8,24.1,7.9,13,36.7,14,0,0,0,0.8,0.8,0.8,0.8,1016.2,77,23.4,42,325,1,1016.2,22.9,9.7
2025-02-13T18:23:00-05:00,2025-02-13 18:23:00,28.7,33.3,24.3,9.4,20.2,36.7,223,0,0,0,0.8,0.8,0.8,0.8,1015.9,77,23.5,42,78,1,1015.9,23,9.8
2025-02-13T18:13:00-05:00,2025-02-13 18:13:00,28.9,33.6,24.2,6.5,13,36.7,81,0,0,0,0.8,0.8,0.8,0.8,1015.8,76,23.7,43,135,1,1015.8,23.2,10.4
2025-02-13T18:03:00-05:00,2025-02-13 18:03:00,29.1,33.9,24.2,6.8,11.2,36.7,24,0,0,0,0.8,0.8,0.8,0.8,1015.5,75,24,48,129,1,1015.5,23.7,12.3
2025-02-13T17:53:00-05:00,2025-02-13 17:53:00,29,34.1,24.5,7.2,11.2,36.7,262,0,0,0,0.8,0.8,0.8,0.8,1015.5,77,24.3,45,66,1,1015.5,23.9,11.6
2025-02-13T17:43:00-05:00,2025-02-13 17:43:00,29.2,34.4,24.5,10.8,22,36.7,210,0,0,0,0.8,0.8,0.8,0.8,1015.5,76,24.4,46,103,1,1015.5,24.1,12
2025-02-13T17:33:00-05:00,2025-02-13 17:33:00,29.2,34.4,24.5,8.3,25.6,36.7,242,0,0,0,0.8,0.8,0.8,0.8,1015.3,76,24.6,47,311,1,1015.3,24.3,12.6
2025-02-13T17:23:00-05:00,2025-02-13 17:23:00,29.1,34.2,24.4,12.2,16.6,36.7,125,0,0,0,0.8,0.8,0.8,0.8,1015.3,76,24.7,50,301,1,1015.3,24.6,13.6
2025-02-13T17:13:00-05:00,2025-02-13 17:13:00,29.1,34.2,24.4,5.4,16.6,36.7,234,0,0,0,0.8,0.8,0.8,0.8,1015.2,76,24.9,47,19,1,1015.2,24.7,12.8
2025-02-13T17:03:00-05:00,2025-02-13 17:03:00,29.6,35.5,24.9,10.4,23.8,36.7,146,0,0,0,0.8,0.8,0.8,0.8,1015.2,76,25,45,158,1,1015.2,24.7,12.2
2025-02-13T16:53:00-05:00,2025-02-13 16:53:00,29.3,34.2,24.2,9.7,14.8,36.7,203,0,0,0,0.8,0.8,0.8,0.8,1015,74,25.1,46,132,1,1015,24.9,12.7
2025-02-13T16:43:00-05:00,2025-02-13 16:43:00,29.5,34.7,24.4,11.5,18.4,36.7,270,0,0,0,0.8,0.8,0.8,0.8,1014.8,74,25.4,48,348,1,1014.8,25.2,13.6
2025-02-13T16:33:00-05:00,2025-02-13 16:33:00,29.2,34.4,24.5,8.3,18.4,36.7,182,0,0,0,0.8,0.8,0.8,0.8,1014.8,76,25.4,48,299,1,1014.8,25.2,13.6
2025-02-13T16:23:00-05:00,2025-02-13 16:23:00,29.8,35.5,24.7,7.2,14.8,36.7,53,0,0,0,0.8,0.8,0.8,0.8,1014.9,74,25.5,50,4,1,1014.9,25.4,14.3
2025-02-13T16:13:00-05:00,2025-02-13 16:13:00,29.4,34.9,24.7,7.9,23.8,36.7,310,0,0,0,0.8,0.8,0.8,0.8,1014.8,76,25.5,54,98,1,1014.8,25.5,15.5
2025-02-13T16:03:00-05:00,2025-02-13 16:03:00,29.3,34.7,24.6,7.2,16.6,36.7,293,0,0,0,0.8,0.8,0.8,0.8,1014.7,76,25.2,49,89,1,1014.7,25.1,13.7
2025-02-13T15:53:00-05:00,2025-02-13 15:53:00,29.5,35,24.6,5.8,18.4,36.7,273,0,0,0,0.8,0.8,0.8,0.8,1014.7,75,25.3,45,121,1,1014.7,25.1,12.5
2025-02-13T15:43:00-05:00,2025-02-13 15:43:00,29.7,35.2,24.6,13.7,22,36.7,133,0,0,0,0.8,0.8,0.8,0.8,1014.6,74,25.4,45,94,1,1014.6,25.2,12.6
2025-02-13T15:33:00-05:00,2025-02-13 15:33:00,29.4,34.5,24.3,6.1,22,36.7,304,0,0,0,0.8,0.8,0.8,0.8,1014.7,74,25.4,45,314,1,1014.7,25.2,12.6
2025-02-13T15:23:00-05:00,2025-02-13 15:23:00,29.9,35.8,24.7,7.9,16.6,36.7,359,0,0,0,0.8,0.8,0.8,0.8,1014.7,74,25.5,45,157,1,1014.7,25.3,12.7
2025-02-13T15:13:00-05:00,2025-02-13 15:13:00,29.8,35.3,24.4,13.7,23.8,36.7,141,0,0,0,0.8,0.8,0.8,0.8,1014.6,73,25.2,45,82,1,1014.6,24.9,12.4
2025-02-13T15:03:00-05:00,2025-02-13 15:03:00,30,35.8,24.6,12.2,25.6,36.7,159,0,0,0,0.8,0.8,0.8,0.8,1014.5,73,25.5,44,97,1,1014.5,25.3,12.3
2025-02-13T14:53:00-05:00,2025-02-13 14:53:00,29.6,35,24.5,15.1,23.8,36.7,211,0,0,0,0.8,0.8,0.8,0.8,1014.7,74,25.5,44,130,1,1014.7,25.3,12.3
2025-02-13T14:43:00-05:00,2025-02-13 14:43:00,29.7,35,24.3,11.9,20.2,36.7,162,0,0,0,0.8,0.8,0.8,0.8,1015,73,25.5,43,75,1,1015,25.2,12
2025-02-13T14:33:00-05:00,2025-02-13 14:33:00,29.7,35.2,24.6,9.7,16.6,36.7,358,0,0,0,0.8,0.8,0.8,0.8,1014.8,74,25.8,43,144,1,1014.8,25.6,12.3
2025-02-13T14:23:00-05:00,2025-02-13 14:23:00,29.9,35.8,24.7,9.7,16.6,36.7,104,0,0,0,0.8,0.8,0.8,0.8,1015.1,74,25.8,41,105,1,1015.1,25.5,11.6
2025-02-13T14:13:00-05:00,2025-02-13 14:13:00,30,35.8,24.6,6.5,14.8,36.7,288,0,0,0,0.8,0.8,0.8,0.8,1015.1,73,25.9,41,133,1,1015.1,25.6,11.6
2025-02-13T14:03:00-05:00,2025-02-13 14:03:00,29.9,35.8,24.7,9.4,20.2,36.7,358,0,0,0,0.8,0.8,0.8,0.8,1015.4,74,26.4,40,38,1,1015.4,26.2,11.7
2025-02-13T13:53:00-05:00,2025-02-13 13:53:00,29.5,35,24.6,10.4,16.6,36.7,187,0,0,0,0.8,0.8,0.8,0.8,1015.5,75,26.5,40,128,1,1015.5,26.2,11.8
2025-02-13T13:43:00-05:00,2025-02-13 13:43:00,29.5,34.5,24.1,14.8,27.7,36.7,183,0,0,0,0.8,0.8,0.8,0.8,1015.7,73,26.5,41,44,1,1015.7,26.3,12.2
2025-02-13T13:33:00-05:00,2025-02-13 13:33:00,29.4,34.5,24.3,13.3,27.7,36.7,173,0,0,0,0.8,0.8,0.8,0.8,1015.6,74,26.4,41,170,1,1015.6,26.2,12.1
2025-02-13T13:23:00-05:00,2025-02-13 13:23:00,29,33.7,24.1,11.9,22,36.7,132,0,0,0,0.8,0.8,0.8,0.8,1015.6,75,26.4,40,148,1,1015.6,26.2,11.7
2025-02-13T13:13:00-05:00,2025-02-13 13:13:00,29.3,34,23.9,16.2,25.6,36.7,140,0,0,0,0.8,0.8,0.8,0.8,1015.6,73,26.5,39,85,1,1015.6,26.2,11.4
2025-02-13T13:03:00-05:00,2025-02-13 13:03:00,29,33.7,24.1,14.4,23.8,36.7,75,0,0,0,0.8,0.8,0.8,0.8,1015.7,75,26.4,39,145,1,1015.7,26.1,11.3
2025-02-13T12:52:00-05:00,2025-02-13 12:52:00,29,33.9,24.3,8.6,27.7,36.7,293,0,0,0,0.8,0.8,0.8,0.8,1015.8,76,26.3,40,127,1,1015.8,26.1,11.6
2025-02-13T12:42:00-05:00,2025-02-13 12:42:00,29,33.9,24.3,7.2,27.7,36.7,346,0,0,0,0.8,0.8,0.8,0.8,1016,76,26.6,38,160,1,1016,26.3,11.1
2025-02-13T12:32:00-05:00,2025-02-13 12:32:00,28.9,33.6,24.2,14.8,22,36.7,330,0,0,0,0.8,0.8,0.8,0.8,1016,76,26.8,40,137,1,1016,26.7,12.1
2025-02-13T12:22:00-05:00,2025-02-13 12:22:00,28.8,32.8,23.5,20.5,29.5,36.7,158,0,0,0,0.8,0.8,0.8,0.8,1016.3,73,27,40,132,1,1016.3,26.9,12.2
2025-02-13T12:12:00-05:00,2025-02-13 12:12:00,29.1,33.7,24,15.1,27.7,36.7,147,0,0,0,0.8,0.8,0.8,0.8,1016.4,74,27,43,141,1,1016.4,27,13.3
2025-02-13T12:02:00-05:00,2025-02-13 12:02:00,28.9,33.3,23.8,14.4,23.8,36.7,302,0,0,0,0.8,0.8,0.8,0.8,1016.3,74,27.2,43,164,1,1016.3,27.2,13.5
2025-02-13T11:52:00-05:00,2025-02-13 11:52:00,28.8,33,23.7,18.4,22,36.7,179,0,0,0,0.8,0.8,0.8,0.8,1016.4,74,27.6,44,69,1,1016.4,27.6,14.2
2025-02-13T11:42:00-05:00,2025-02-13 11:42:00,28.8,33.2,23.9,13,23.8,36.7,129,0,0,0,0.8,0.8,0.8,0.8,1016.3,75,28.1,45,316,1,1016.3,28.1,15.1
2025-02-13T11:32:00-05:00,2025-02-13 11:32:00,28.8,33.2,23.9,7.9,22,36.7,218,0,0,0,0.8,0.8,0.8,0.8,1016.4,75,27.9,45,228,1,1016.4,27.9,14.8
2025-02-13T11:22:00-05:00,2025-02-13 11:22:00,28.6,32.7,23.7,15.1,27.7,36.7,291,0,0,0,0.8,0.8,0.8,0.8,1016.1,75,27.9,44,168,1,1016.1,27.8,14.5
2025-02-13T11:12:00-05:00,2025-02-13 11:12:00,28.6,32.6,23.5,18,23.8,36.7,123,0,0,0,0.8,0.8,0.8,0.8,1016.1,74,28.2,46,111,1,1016.1,28.3,15.4
2025-02-13T11:02:00-05:00,2025-02-13 11:02:00,28.7,32.8,23.6,20.2,31.3,36.7,119,0,0,0,0.8,0.8,0.8,0.8,1016.3,74,28.2,46,126,1,1016.3,28.3,15.4
2025-02-13T10:52:00-05:00,2025-02-13 10:52:00,28.6,32.6,23.5,20.9,25.6,36.7,101,0,0,0,0.8,0.8,0.8,0.8,1016.1,74,28.2,43,137,1,1016.1,28.1,14.4
2025-02-13T10:42:00-05:00,2025-02-13 10:42:00,28.6,32.7,23.7,14.4,27.7,36.7,161,0,0,0,0.8,0.8,0.8,0.8,1016.2,75,28.3,46,147,1,1016.2,28.4,15.6
2025-02-13T10:32:00-05:00,2025-02-13 10:32:00,28.8,33,23.7,13,18.4,36.7,154,0,0,0,0.8,0.8,0.8,0.8,1016.2,74,28.3,44,104,1,1016.2,28.2,14.9
2025-02-13T10:22:00-05:00,2025-02-13 10:22:00,28.7,33,23.8,13,22,36.7,92,0,0,0,0.8,0.8,0.8,0.8,1016,75,28,45,128,1,1016,28.1,14.9
2025-02-13T10:12:00-05:00,2025-02-13 10:12:00,28.5,32.7,23.8,7.9,22,36.7,78,0,0,0,0.8,0.8,0.8,0.8,1015.9,76,28,44,96,1,1015.9,27.9,14.6
2025-02-13T10:02:00-05:00,2025-02-13 10:02:00,28.6,32.7,23.7,9.7,20.2,36.7,88,0,0,0,0.8,0.8,0.8,0.8,1015.9,75,27.7,44,129,1,1015.9,27.7,14.3
2025-02-13T09:52:00-05:00,2025-02-13 09:52:00,28.6,32.7,23.7,16.9,22,36.7,129,0,0,0,0.8,0.8,0.8,0.8,1015.6,75,27.9,45,89,1,1015.6,27.9,14.8
2025-02-13T09:42:00-05:00,2025-02-13 09:42:00,28.5,32.7,23.8,9.7,23.8,36.7,94,0,0,0,0.8,0.8,0.8,0.8,1015.5,76,27.6,46,137,1,1015.5,27.7,14.9
2025-02-13T09:32:00-05:00,2025-02-13 09:32:00,28.3,32.5,24.1,7.2,27.7,36.7,302,0,0,0,0.8,0.8,0.8,0.8,1015.2,78,27.5,47,132,1,1015.2,27.7,15.2
2025-02-13T09:22:00-05:00,2025-02-13 09:22:00,28.2,32.3,24,11.9,27.7,36.7,100,0,0,0,0.8,0.8,0.8,0.8,1014.9,78,27.4,51,111,1,1014.9,27.9,16.3
2025-02-13T09:12:00-05:00,2025-02-13 09:12:00,28.1,32.2,24.1,7.2,22,36.7,148,0,0,0,0.8,0.8,0.8,0.8,1014.9,79,27.1,50,308,1,1014.9,27.5,15.8
2025-02-13T09:02:00-05:00,2025-02-13 09:02:00,27.9,31.7,23.9,13.7,27.7,36.7,312,0,0,0,0.8,0.8,0.8,0.8,1014.8,79,26.8,50,219,1,1014.8,27.2,15.5
2025-02-13T08:52:00-05:00,2025-02-13 08:52:00,27.9,31.9,24.1,9.4,22,36.7,219,0,0,0,0.8,0.8,0.8,0.8,1014.6,80,26.6,48,222,1,1014.6,26.6,14.7
2025-02-13T08:42:00-05:00,2025-02-13 08:42:00,27.8,31.3,23.6,12.2,22,36.7,214,0,0,0,0.8,0.8,0.8,0.8,1014.4,78,26.4,51,139,1,1014.4,26.4,15.4
2025-02-13T08:32:00-05:00,2025-02-13 08:32:00,27.7,31.5,24.1,8.6,22,36.7,41,0,0,0,0.8,0.8,0.8,0.8,1014.5,81,30.6,43,273,1,1014.5,30.8,16.6
